Text,Sentiment,Timestamp,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Polarity,Subjectivity,Sentiment_Category
"As the waves crash against the shore, the surfer embraces the thrill of riding the ocean's energy, capturing the essence of freedom in each wave. ",Ocean's freedom,7/20/2021 18:15,Facebook,oceansfreedom,22,45, Brazil ,2021,7,20,18,0.0,0.0,Neutral
"As the waves crash against the shore, the surfer embraces the thrill of riding the ocean's energy, capturing the essence of freedom in each wave. ",Ocean's freedom,7/20/2021 18:15,Facebook,surfingthrills,22,45, Brazil ,2021,7,20,18,0.0,0.0,Neutral
"Exploring the historical architecture of an ancient city, the traveler is transported to a bygone era, where each monument whispers tales of the past. ",Whispers of the past,4/18/2019 20:30,Twitter,whispersofthepast,35,70, Greece ,2019,4,18,20,-0.125,0.125,Negative
"Exploring the historical architecture of an ancient city, the traveler is transported to a bygone era, where each monument whispers tales of the past. ",Whispers of the past,4/18/2019 20:30,Twitter,historicaltour,35,70, Greece ,2019,4,18,20,-0.125,0.125,Negative
Successfully avoided eye contact with my crush in the hallway. Mission accomplished. #TeenCrush #StealthMode ,Excitement,5/20/2023 19:45,Twitter,crushstruggles,15,30, USA,2023,5,20,19,0.475,0.725,Positive
Successfully avoided eye contact with my crush in the hallway. Mission accomplished. #TeenCrush #StealthMode ,Excitement,5/20/2023 19:45,Twitter,avoidingeyecontact,15,30, USA,2023,5,20,19,0.475,0.725,Positive
Ran out of snacks during a movie marathon. Crisis level: Emergency! #MovieNightStruggles #TeenProblems ,Boredom,5/21/2023 21:00,Instagram,snackcrisis,18,35, Canada,2023,5,21,21,0.0,0.0,Neutral
Ran out of snacks during a movie marathon. Crisis level: Emergency! #MovieNightStruggles #TeenProblems ,Boredom,5/21/2023 21:00,Instagram,teenlife,18,35, Canada,2023,5,21,21,0.0,0.0,Neutral
Spent an hour choosing the perfect filter for a selfie. The struggle for that Instagram aesthetic is real. #SelfieQueen #TeenVibes ,Joy,5/22/2023 14:30,Facebook,selfiestruggle,22,45, UK,2023,5,22,14,0.3666666666666667,0.4666666666666667,Positive
Spent an hour choosing the perfect filter for a selfie. The struggle for that Instagram aesthetic is real. #SelfieQueen #TeenVibes ,Joy,5/22/2023 14:30,Facebook,teenconfessions,22,45, UK,2023,5,22,14,0.3666666666666667,0.4666666666666667,Positive
Lost my headphones again. How do they vanish into thin air? #HeadphoneMystery #TeenLife ,Frustration,5/23/2023 16:45,Twitter,teenproblems,20,40, USA,2023,5,23,16,-0.4,0.8500000000000001,Negative
Lost my headphones again. How do they vanish into thin air? #HeadphoneMystery #TeenLife ,Frustration,5/23/2023 16:45,Twitter,lostheadphones,20,40, USA,2023,5,23,16,-0.4,0.8500000000000001,Negative
Decided to study for exams but ended up making memes about studying instead. Procrastination level: Expert. #ProcrastinationNation #TeenConfessions ,Surprise,5/24/2023 13:15,Instagram,studyingmemes,25,50, Canada,2023,5,24,13,0.0,0.0,Neutral
Decided to study for exams but ended up making memes about studying instead. Procrastination level: Expert. #ProcrastinationNation #TeenConfessions ,Surprise,5/24/2023 13:15,Instagram,teenlife,25,50, Canada,2023,5,24,13,0.0,0.0,Neutral
"Got dressed for the day, then remembered it's Saturday. Oops. #WeekendVibes #TeenStruggles ",Indifference,5/25/2023 19:00,Facebook,weekendoops,20,40, USA,2023,5,25,19,0.0,0.0,Neutral
"Got dressed for the day, then remembered it's Saturday. Oops. #WeekendVibes #TeenStruggles ",Indifference,5/25/2023 19:00,Facebook,teenfashion,20,40, USA,2023,5,25,19,0.0,0.0,Neutral
Survived a group project without any drama. Miracles do happen. #GroupProjectSuccess #TeenAchievements ,Satisfaction,5/26/2023 14:20,Twitter,teensuccess,28,55, UK,2023,5,26,14,0.0,0.0,Neutral
Survived a group project without any drama. Miracles do happen. #GroupProjectSuccess #TeenAchievements ,Satisfaction,5/26/2023 14:20,Twitter,projectmiracle,28,55, UK,2023,5,26,14,0.0,0.0,Neutral
"Entered the kitchen with the intention to cook. Left with a bag of chips. Cooking is overrated, anyway. #MasterChefInTraining #TeenHumor ",Disgust,5/27/2023 21:15,Instagram,teenchef,22,45, Canada,2023,5,27,21,0.0,0.0,Neutral
"Entered the kitchen with the intention to cook. Left with a bag of chips. Cooking is overrated, anyway. #MasterChefInTraining #TeenHumor ",Disgust,5/27/2023 21:15,Instagram,cookingfail,22,45, Canada,2023,5,27,21,0.0,0.0,Neutral
"Staring at the clock in class, waiting for the bell to ring like it's the most exciting event of the day. #ClassCountdown #TeenLife ",Surprise,5/28/2023 12:00,Facebook,classevent,18,35, USA,2023,5,28,12,0.4,0.65,Positive
"Staring at the clock in class, waiting for the bell to ring like it's the most exciting event of the day. #ClassCountdown #TeenLife ",Surprise,5/28/2023 12:00,Facebook,teenexcitement,18,35, USA,2023,5,28,12,0.4,0.65,Positive
"Discovered a new book series and spent the whole night reading. Who needs sleep, anyway? #BookwormLife #LateNightReading ",Joy,5/29/2023 23:30,Twitter,bookdiscoveries,30,60, UK,2023,5,29,23,0.0787878787878787,0.3181818181818182,Neutral
"Discovered a new book series and spent the whole night reading. Who needs sleep, anyway? #BookwormLife #LateNightReading ",Joy,5/29/2023 23:30,Twitter,teenreading,30,60, UK,2023,5,29,23,0.0787878787878787,0.3181818181818182,Neutral
"Bought a new video game, played for hours, forgot to eat. The ultimate gaming session. #GamerLife #NoFoodGaming ",Excitement,5/30/2023 20:45,Instagram,gameon,22,45, USA,2023,5,30,20,-0.0878787878787878,0.6181818181818182,Neutral
"Bought a new video game, played for hours, forgot to eat. The ultimate gaming session. #GamerLife #NoFoodGaming ",Excitement,5/30/2023 20:45,Instagram,teengamer,22,45, USA,2023,5,30,20,-0.0878787878787878,0.6181818181818182,Neutral
Spent the day binge-watching a new series. Productivity level: Zero. #LazyDay #TVSeriesMarathon ,Joy,5/31/2023 15:30,Facebook,bingewatchday,35,70, Canada,2023,5,31,15,0.0181818181818181,0.2772727272727273,Neutral
Spent the day binge-watching a new series. Productivity level: Zero. #LazyDay #TVSeriesMarathon ,Joy,5/31/2023 15:30,Facebook,teenlife,35,70, Canada,2023,5,31,15,0.0181818181818181,0.2772727272727273,Neutral
Caught up on the latest fashion trends and now planning a shopping spree. #Fashionista #TrendyTeen ,Excitement,6/1/2023 18:00,Twitter,fashiongoals,20,40, USA,2023,6,1,18,0.5,0.9,Positive
Caught up on the latest fashion trends and now planning a shopping spree. #Fashionista #TrendyTeen ,Excitement,6/1/2023 18:00,Twitter,teenstyle,20,40, USA,2023,6,1,18,0.5,0.9,Positive
Decided to learn a new instrument. Day one: Still trying to figure out how to hold it. #MusicNovice #LearningJourney ,Frustration,6/2/2023 14:30,Instagram,instrumentlearning,28,55, UK,2023,6,2,14,0.1363636363636363,0.4545454545454545,Positive
Decided to learn a new instrument. Day one: Still trying to figure out how to hold it. #MusicNovice #LearningJourney ,Frustration,6/2/2023 14:30,Instagram,teenmusic,28,55, UK,2023,6,2,14,0.1363636363636363,0.4545454545454545,Positive
Spent hours creating the perfect playlist for every mood. Music is my therapy. #PlaylistMaker #TeenMusicLover ,Joy,6/3/2023 21:15,Facebook,musictherapy,22,45, Canada,2023,6,3,21,0.45,0.55,Positive
Spent hours creating the perfect playlist for every mood. Music is my therapy. #PlaylistMaker #TeenMusicLover ,Joy,6/3/2023 21:15,Facebook,teenplaylist,22,45, Canada,2023,6,3,21,0.45,0.55,Positive
Successfully cooked a gourmet meal for the family. Chef skills unlocked! #ChefMode #TeenChef ,Pride,6/4/2023 19:30,Twitter,cookingsuccess,25,50, USA,2023,6,4,19,0.9375,0.95,Positive
Successfully cooked a gourmet meal for the family. Chef skills unlocked! #ChefMode #TeenChef ,Pride,6/4/2023 19:30,Twitter,teencook,25,50, USA,2023,6,4,19,0.9375,0.95,Positive
Spontaneously booked a weekend getaway. Adventure awaits! #TravelBug #WeekendEscape ,Excitement,6/5/2023 10:00,Instagram,getawaygoals,18,35, UK,2023,6,5,10,0.75,0.9,Positive
Spontaneously booked a weekend getaway. Adventure awaits! #TravelBug #WeekendEscape ,Excitement,6/5/2023 10:00,Instagram,teentravel,18,35, UK,2023,6,5,10,0.75,0.9,Positive
Attended a concert and danced the night away. Music is the heartbeat of life. #ConcertVibes #DanceAllNight ,Joy,6/6/2023 22:30,Facebook,musicmagic,28,55, Canada,2023,6,6,22,0.0,0.0,Neutral
Attended a concert and danced the night away. Music is the heartbeat of life. #ConcertVibes #DanceAllNight ,Joy,6/6/2023 22:30,Facebook,teenconcert,28,55, Canada,2023,6,6,22,0.0,0.0,Neutral
Rediscovered childhood cartoons and had a nostalgia-filled marathon. #CartoonNostalgia #TeenMemories ,Joy,6/7/2023 12:45,Twitter,childhoodmemories,22,45, USA,2023,6,7,12,0.0,0.0,Neutral
Rediscovered childhood cartoons and had a nostalgia-filled marathon. #CartoonNostalgia #TeenMemories ,Joy,6/7/2023 12:45,Twitter,teencartoons,22,45, USA,2023,6,7,12,0.0,0.0,Neutral
Embarked on a DIY home decor project. Let's hope it turns out better than last time. #DIYAdventure #TeenHomeDecor ,Excitement,6/8/2023 16:00,Instagram,diygoals,35,70, UK,2023,6,8,16,0.25,0.2833333333333333,Positive
Embarked on a DIY home decor project. Let's hope it turns out better than last time. #DIYAdventure #TeenHomeDecor ,Excitement,6/8/2023 16:00,Instagram,teencreative,35,70, UK,2023,6,8,16,0.25,0.2833333333333333,Positive
"Spent the afternoon at a museum, pretending to be cultured. Art enthusiast in the making. #MuseumDay #TeenArtLover ",Curiosity,6/9/2023 14:00,Facebook,culturalday,20,40, USA,2023,6,9,14,-0.1,0.1,Neutral
"Spent the afternoon at a museum, pretending to be cultured. Art enthusiast in the making. #MuseumDay #TeenArtLover ",Curiosity,6/9/2023 14:00,Facebook,teencuriosity,20,40, USA,2023,6,9,14,-0.1,0.1,Neutral
Started a blog about random thoughts and musings. Blogging is the new diary. #BloggerLife #TeenBlogger ,Curiosity,6/10/2023 17:30,Twitter,bloggingjourney,30,60, Canada,2023,6,10,17,-0.1818181818181818,0.4772727272727273,Negative
Started a blog about random thoughts and musings. Blogging is the new diary. #BloggerLife #TeenBlogger ,Curiosity,6/10/2023 17:30,Twitter,teenthoughts,30,60, Canada,2023,6,10,17,-0.1818181818181818,0.4772727272727273,Negative
Relishing a peaceful afternoon with a classic novel. Quiet moments are the best moments. #BookLover #PeacefulAfternoon ,Contentment,6/11/2023 15:30,Instagram,quietmoments,35,70, USA,2023,6,11,15,0.3541666666666666,0.325,Positive
Relishing a peaceful afternoon with a classic novel. Quiet moments are the best moments. #BookLover #PeacefulAfternoon ,Contentment,6/11/2023 15:30,Instagram,bookishescape,35,70, USA,2023,6,11,15,0.3541666666666666,0.325,Positive
"Reflecting on a lifetime of memories, each wrinkle tells a story. Embracing the beauty of aging. #LifeReflections #BeautyInAging ",Gratitude,6/12/2023 18:00,Twitter,aginggracefully,28,55, UK,2023,6,12,18,0.0,0.0,Neutral
"Reflecting on a lifetime of memories, each wrinkle tells a story. Embracing the beauty of aging. #LifeReflections #BeautyInAging ",Gratitude,6/12/2023 18:00,Twitter,memories,28,55, UK,2023,6,12,18,0.0,0.0,Neutral
Exploring the world of digital art. It's never too late to discover new passions. #DigitalArtistry #LateBloomer ,Curiosity,6/13/2023 14:45,Facebook,artdiscovery,22,45, Canada,2023,6,13,14,-0.0545454545454545,0.3515151515151515,Neutral
Exploring the world of digital art. It's never too late to discover new passions. #DigitalArtistry #LateBloomer ,Curiosity,6/13/2023 14:45,Facebook,seniorartist,22,45, Canada,2023,6,13,14,-0.0545454545454545,0.3515151515151515,Neutral
Savoring the flavors of a home-cooked meal. Simple joys are the heart of happiness. #HomeCooking #SimpleJoys ,Contentment,6/14/2023 19:30,Instagram,happinessinfood,25,50, USA,2023,6,14,19,0.35,0.2785714285714286,Positive
Savoring the flavors of a home-cooked meal. Simple joys are the heart of happiness. #HomeCooking #SimpleJoys ,Contentment,6/14/2023 19:30,Instagram,seniorlife,25,50, USA,2023,6,14,19,0.35,0.2785714285714286,Positive
Embarking on a journey of learning a new language. The mind stays young with every new word. #LanguageLearning #NeverTooLate ,Curiosity,6/15/2023 12:15,Twitter,mindenrichment,30,60, UK,2023,6,15,12,0.1242424242424242,0.4363636363636363,Positive
Embarking on a journey of learning a new language. The mind stays young with every new word. #LanguageLearning #NeverTooLate ,Curiosity,6/15/2023 12:15,Twitter,seniorlearning,30,60, UK,2023,6,15,12,0.1242424242424242,0.4363636363636363,Positive
"Attended a classical music concert, feeling the timeless melodies resonate. Music transcends generations. #ClassicalMusic #TimelessMelodies ",Joy,6/16/2023 21:45,Facebook,musiclover,18,35, Canada,2023,6,16,21,0.0,0.0,Neutral
"Attended a classical music concert, feeling the timeless melodies resonate. Music transcends generations. #ClassicalMusic #TimelessMelodies ",Joy,6/16/2023 21:45,Facebook,seniorconcert,18,35, Canada,2023,6,16,21,0.0,0.0,Neutral
Capturing the beauty of nature through photography. Every snapshot is a treasure. #NaturePhotography #SeniorPhotographer ,Joy,6/17/2023 15:00,Instagram,naturecapture,35,70, USA,2023,6,17,15,0.0,0.0,Neutral
Capturing the beauty of nature through photography. Every snapshot is a treasure. #NaturePhotography #SeniorPhotographer ,Joy,6/17/2023 15:00,Instagram,seniormoments,35,70, USA,2023,6,17,15,0.0,0.0,Neutral
"Reconnecting with old friends over a cup of tea. Friendship, the true essence of companionship. #OldFriends #Companionship ",Contentment,6/18/2023 11:30,Twitter,friendshipgoals,28,55, UK,2023,6,18,11,0.2249999999999999,0.425,Positive
"Reconnecting with old friends over a cup of tea. Friendship, the true essence of companionship. #OldFriends #Companionship ",Contentment,6/18/2023 11:30,Twitter,seniorbonding,28,55, UK,2023,6,18,11,0.2249999999999999,0.425,Positive
"Embarked on a road trip to revisit cherished places from the past. Nostalgia, the ultimate travel companion. #RoadTrip #NostalgiaTour ",Joy,6/19/2023 16:30,Facebook,cherishedplaces,22,45, Canada,2023,6,19,16,-0.125,0.625,Negative
"Embarked on a road trip to revisit cherished places from the past. Nostalgia, the ultimate travel companion. #RoadTrip #NostalgiaTour ",Joy,6/19/2023 16:30,Facebook,seniortravel,22,45, Canada,2023,6,19,16,-0.125,0.625,Negative
"Joined a community choir, harmonizing with fellow voices. Music creates bonds that withstand time. #CommunityChoir #HarmonyInAging ",Joy,6/20/2023 14:20,Instagram,musicharmony,20,40, USA,2023,6,20,14,0.0,0.0,Neutral
"Joined a community choir, harmonizing with fellow voices. Music creates bonds that withstand time. #CommunityChoir #HarmonyInAging ",Joy,6/20/2023 14:20,Instagram,seniorvoices,20,40, USA,2023,6,20,14,0.0,0.0,Neutral
"Exploring the art of meditation, finding tranquility in the stillness of the mind. #MeditationJourney #TranquilMind ",Contentment,6/21/2023 19:00,Twitter,mindfulliving,18,35, UK,2023,6,21,19,0.0,0.0,Neutral
"Exploring the art of meditation, finding tranquility in the stillness of the mind. #MeditationJourney #TranquilMind ",Contentment,6/21/2023 19:00,Twitter,seniorcalm,18,35, UK,2023,6,21,19,0.0,0.0,Neutral
"Taking a stroll in the garden, appreciating the beauty of blooming flowers. Nature's wonders never cease. #GardenWalk #FloralBeauty ",Contentment,6/22/2023 13:45,Facebook,naturewonders,25,50, USA,2023,6,22,13,0.0,0.0,Neutral
"Taking a stroll in the garden, appreciating the beauty of blooming flowers. Nature's wonders never cease. #GardenWalk #FloralBeauty ",Contentment,6/22/2023 13:45,Facebook,seniorgarden,25,50, USA,2023,6,22,13,0.0,0.0,Neutral
"Sipping on a favorite vintage wine, each sip telling a story of the years gone by. Cheers to a life well-lived. #WineLover #VintageCheers ",Contentment,6/23/2023 18:45,Instagram,lifewelllived,28,55, UK,2023,6,23,18,0.5,1.0,Positive
"Sipping on a favorite vintage wine, each sip telling a story of the years gone by. Cheers to a life well-lived. #WineLover #VintageCheers ",Contentment,6/23/2023 18:45,Instagram,seniorwine,28,55, UK,2023,6,23,18,0.5,1.0,Positive
"Participated in a community art class, unleashing creativity in the golden years. Art has no age limit. #ArtClass #SeniorArtistry ",Joy,6/24/2023 16:15,Twitter,creativityatanyage,22,45, Canada,2023,6,24,16,0.3,0.5,Positive
"Participated in a community art class, unleashing creativity in the golden years. Art has no age limit. #ArtClass #SeniorArtistry ",Joy,6/24/2023 16:15,Twitter,seniorcreativity,22,45, Canada,2023,6,24,16,0.3,0.5,Positive
"Embarking on a journey of writing a memoir, documenting a lifetime of experiences. Every story matters. #MemoirWriting #SeniorStories ",Gratitude,6/25/2023 20:30,Facebook,lifetimeexperiences,35,70, USA,2023,6,25,20,0.0,0.0,Neutral
"Embarking on a journey of writing a memoir, documenting a lifetime of experiences. Every story matters. #MemoirWriting #SeniorStories ",Gratitude,6/25/2023 20:30,Facebook,seniormemoir,35,70, USA,2023,6,25,20,0.0,0.0,Neutral
"Attended a lecture on history, always fascinated by the lessons from the past. Learning is a lifelong adventure. #HistoryLecture #SeniorLearning ",Curiosity,6/26/2023 14:00,Instagram,lifetimeadventure,30,60, UK,2023,6,26,14,-0.175,0.425,Negative
"Attended a lecture on history, always fascinated by the lessons from the past. Learning is a lifelong adventure. #HistoryLecture #SeniorLearning ",Curiosity,6/26/2023 14:00,Instagram,seniorcuriosity,30,60, UK,2023,6,26,14,-0.175,0.425,Negative
"Rediscovered the joy of cooking traditional family recipes. The kitchen, a place of cherished memories. #FamilyRecipes #SeniorCooking ",Contentment,6/27/2023 17:45,Twitter,kitchenmemories,20,40, USA,2023,6,27,17,0.4,0.475,Positive
"Rediscovered the joy of cooking traditional family recipes. The kitchen, a place of cherished memories. #FamilyRecipes #SeniorCooking ",Contentment,6/27/2023 17:45,Twitter,seniorculinary,20,40, USA,2023,6,27,17,0.4,0.475,Positive
"Joined a nature photography club, capturing the beauty of the great outdoors. Every click is a connection to nature. #NaturePhotography #SeniorPhotographer ",Joy,6/28/2023 22:15,Facebook,outdoorbeauty,18,35, UK,2023,6,28,22,0.8,0.75,Positive
"Joined a nature photography club, capturing the beauty of the great outdoors. Every click is a connection to nature. #NaturePhotography #SeniorPhotographer ",Joy,6/28/2023 22:15,Facebook,seniorclicks,18,35, UK,2023,6,28,22,0.8,0.75,Positive
"Attended a jazz concert and swayed to the rhythm of timeless tunes. Music, a constant companion in the golden years. #JazzConcert #SeniorMusic ",Joy,6/29/2023 16:30,Instagram,timelesstunes,25,50, USA,2023,6,29,16,0.15,0.4166666666666666,Positive
"Attended a jazz concert and swayed to the rhythm of timeless tunes. Music, a constant companion in the golden years. #JazzConcert #SeniorMusic ",Joy,6/29/2023 16:30,Instagram,seniorjazz,25,50, USA,2023,6,29,16,0.15,0.4166666666666666,Positive
"Joined a writing group, penning down thoughts and reflections. Writing, a journey into the depths of the soul. #WritingGroup #SeniorWriter ",Gratitude,6/30/2023 19:30,Twitter,soulfulwriting,28,55, UK,2023,6,30,19,-0.1555555555555555,0.2888888888888889,Negative
"Joined a writing group, penning down thoughts and reflections. Writing, a journey into the depths of the soul. #WritingGroup #SeniorWriter ",Gratitude,6/30/2023 19:30,Twitter,seniorreflections,28,55, UK,2023,6,30,19,-0.1555555555555555,0.2888888888888889,Negative
"Embarked on a solo travel adventure, discovering the beauty of new places at my own pace. #SoloTravel #SeniorExplorer ",Excitement,7/1/2023 14:00,Instagram,discovernewplaces,30,60, USA,2023,7,1,14,0.3681818181818181,0.7272727272727273,Positive
"Embarked on a solo travel adventure, discovering the beauty of new places at my own pace. #SoloTravel #SeniorExplorer ",Excitement,7/1/2023 14:00,Instagram,seniortravel,30,60, USA,2023,7,1,14,0.3681818181818181,0.7272727272727273,Positive
"Attended a vintage car show, reminiscing about the classics that once ruled the roads. Nostalgia in every rev. #VintageCars #ClassicRides ",Joy,7/2/2023 18:30,Facebook,roadtripdownmemorylane,22,45, UK,2023,7,2,18,0.0,0.0,Neutral
"Attended a vintage car show, reminiscing about the classics that once ruled the roads. Nostalgia in every rev. #VintageCars #ClassicRides ",Joy,7/2/2023 18:30,Facebook,seniorcars,22,45, UK,2023,7,2,18,0.0,0.0,Neutral
"Started a community garden, growing not just plants but friendships too. Green thumbs unite! #CommunityGarden #SeniorGardener ",Joy,7/3/2023 12:45,Twitter,gardenfriends,28,55, Canada,2023,7,3,12,-0.25,0.3,Negative
"Started a community garden, growing not just plants but friendships too. Green thumbs unite! #CommunityGarden #SeniorGardener ",Joy,7/3/2023 12:45,Twitter,seniorgreenthumb,28,55, Canada,2023,7,3,12,-0.25,0.3,Negative
"Hosted a family dinner, where laughter echoed louder than the clinking of utensils. Family, the heart of happiness. #FamilyDinner #SeniorHost ",Contentment,7/4/2023 17:00,Instagram,heartwarmingmoments,35,70, USA,2023,7,4,17,0.7,0.2,Positive
"Hosted a family dinner, where laughter echoed louder than the clinking of utensils. Family, the heart of happiness. #FamilyDinner #SeniorHost ",Contentment,7/4/2023 17:00,Instagram,seniorfamily,35,70, USA,2023,7,4,17,0.7,0.2,Positive
"Enrolled in a dance class for seniors, moving to the rhythm of life. Age is just a number on the dance floor. #DanceClass #SeniorDancer ",Joy,7/5/2023 20:15,Twitter,dancelife,18,35, UK,2023,7,5,20,0.0,0.0,Neutral
"Enrolled in a dance class for seniors, moving to the rhythm of life. Age is just a number on the dance floor. #DanceClass #SeniorDancer ",Joy,7/5/2023 20:15,Twitter,seniormoves,18,35, UK,2023,7,5,20,0.0,0.0,Neutral
"Visited an art gallery, appreciating the brushstrokes that tell tales of creativity. Art, an eternal companion. #ArtGallery #SeniorArtLover ",Joy,7/6/2023 14:30,Facebook,creativeexpressions,25,50, USA,2023,7,6,14,0.0,0.0,Neutral
"Visited an art gallery, appreciating the brushstrokes that tell tales of creativity. Art, an eternal companion. #ArtGallery #SeniorArtLover ",Joy,7/6/2023 14:30,Facebook,seniorart,25,50, USA,2023,7,6,14,0.0,0.0,Neutral
"Started a book club for seniors, where discussions are as lively as the characters in the novels. #BookClub #SeniorReaders ",Joy,7/7/2023 19:45,Instagram,bookishtalks,22,45, UK,2023,7,7,19,0.1363636363636363,0.5,Positive
"Started a book club for seniors, where discussions are as lively as the characters in the novels. #BookClub #SeniorReaders ",Joy,7/7/2023 19:45,Instagram,seniorbookworms,22,45, UK,2023,7,7,19,0.1363636363636363,0.5,Positive
"Hosted a picnic in the park, basking in the warmth of friendship and sunshine. Simple joys, timeless memories. #ParkPicnic #SeniorJoy ",Contentment,7/8/2023 16:00,Twitter,friendshipsunshine,30,60, Canada,2023,7,8,16,0.0,0.3571428571428571,Neutral
"Hosted a picnic in the park, basking in the warmth of friendship and sunshine. Simple joys, timeless memories. #ParkPicnic #SeniorJoy ",Contentment,7/8/2023 16:00,Twitter,seniormemories,30,60, Canada,2023,7,8,16,0.0,0.3571428571428571,Neutral
"Participated in a local theater production, proving that the stage belongs to every age. #TheaterProduction #SeniorActor ",Joy,7/9/2023 22:30,Facebook,stagepassion,20,40, USA,2023,7,9,22,0.0,0.0,Neutral
"Participated in a local theater production, proving that the stage belongs to every age. #TheaterProduction #SeniorActor ",Joy,7/9/2023 22:30,Facebook,seniortheater,20,40, USA,2023,7,9,22,0.0,0.0,Neutral
"Embarked on a hiking adventure, conquering trails and relishing the beauty of nature. Age is just a number on the mountaintop. #HikingAdventure #SeniorHiker ",Excitement,7/10/2023 14:20,Instagram,naturetrailblazer,28,55, UK,2023,7,10,14,0.0,0.0,Neutral
"Embarked on a hiking adventure, conquering trails and relishing the beauty of nature. Age is just a number on the mountaintop. #HikingAdventure #SeniorHiker ",Excitement,7/10/2023 14:20,Instagram,seniorexplorer,28,55, UK,2023,7,10,14,0.0,0.0,Neutral
Hosted a photography exhibition featuring snapshots of a life well-lived. Every photo has a story to tell. #PhotographyExhibition #SeniorPhotographer ,Gratitude,7/11/2023 18:45,Twitter,lifeinpictures,22,45, Canada,2023,7,11,18,0.0,0.0,Neutral
Hosted a photography exhibition featuring snapshots of a life well-lived. Every photo has a story to tell. #PhotographyExhibition #SeniorPhotographer ,Gratitude,7/11/2023 18:45,Twitter,seniorexhibition,22,45, Canada,2023,7,11,18,0.0,0.0,Neutral
"Joined a seniors' cycling club, feeling the wind in my hair and the freedom of the open road. #CyclingClub #SeniorCyclist ",Excitement,7/12/2023 13:45,Facebook,openroadadventures,25,50, USA,2023,7,12,13,0.0,0.5,Neutral
"Joined a seniors' cycling club, feeling the wind in my hair and the freedom of the open road. #CyclingClub #SeniorCyclist ",Excitement,7/12/2023 13:45,Facebook,seniorcycling,25,50, USA,2023,7,12,13,0.0,0.5,Neutral
"Attended a wine tasting event, savoring the richness of flavors that age like fine wine. Cheers to the golden years! #WineTasting #SeniorWineLover ",Joy,7/13/2023 20:00,Instagram,agedtoperfection,35,70, UK,2023,7,13,20,0.3958333333333333,0.5,Positive
"Attended a wine tasting event, savoring the richness of flavors that age like fine wine. Cheers to the golden years! #WineTasting #SeniorWineLover ",Joy,7/13/2023 20:00,Instagram,seniorcheers,35,70, UK,2023,7,13,20,0.3958333333333333,0.5,Positive
"Started learning ballroom dancing, gliding gracefully across the dance floor. Ageless elegance in every step. #BallroomDancing #SeniorDancer ",Joy,7/14/2023 16:15,Twitter,gracefulmoves,20,40, USA,2023,7,14,16,0.0,0.0,Neutral
"Started learning ballroom dancing, gliding gracefully across the dance floor. Ageless elegance in every step. #BallroomDancing #SeniorDancer ",Joy,7/14/2023 16:15,Twitter,seniordance,20,40, USA,2023,7,14,16,0.0,0.0,Neutral
"Organized a community painting event, turning blank canvases into a masterpiece of shared creativity. #PaintingEvent #SeniorArtist ",Joy,7/15/2023 19:30,Facebook,communityart,28,55, Canada,2023,7,15,19,0.0,0.0,Neutral
"Organized a community painting event, turning blank canvases into a masterpiece of shared creativity. #PaintingEvent #SeniorArtist ",Joy,7/15/2023 19:30,Facebook,seniorcreativity,28,55, Canada,2023,7,15,19,0.0,0.0,Neutral
"Hosted a 'memory lane' evening with old friends, reminiscing about the adventures that shaped our lives. #MemoryLane #SeniorReminiscing ",Gratitude,7/16/2023 14:00,Instagram,friendshipadventures,30,60, USA,2023,7,16,14,0.1,0.2,Neutral
"Hosted a 'memory lane' evening with old friends, reminiscing about the adventures that shaped our lives. #MemoryLane #SeniorReminiscing ",Gratitude,7/16/2023 14:00,Instagram,seniornostalgia,30,60, USA,2023,7,16,14,0.1,0.2,Neutral
"Joined a seniors' astronomy club, stargazing and finding wonder in the vastness of the cosmos. #AstronomyClub #SeniorStargazer ",Curiosity,7/17/2023 22:15,Twitter,celestialwonders,18,35, UK,2023,7,17,22,0.0,0.0,Neutral
"Joined a seniors' astronomy club, stargazing and finding wonder in the vastness of the cosmos. #AstronomyClub #SeniorStargazer ",Curiosity,7/17/2023 22:15,Twitter,seniorastronomy,18,35, UK,2023,7,17,22,0.0,0.0,Neutral
"Attended a local jazz festival, tapping toes to the tunes that have stood the test of time. Music, a lifelong love affair. #JazzFestival #SeniorMusicLover ",Joy,7/18/2023 16:30,Facebook,timelesstunes,25,50, USA,2023,7,18,16,0.1333333333333333,0.3999999999999999,Positive
"Attended a local jazz festival, tapping toes to the tunes that have stood the test of time. Music, a lifelong love affair. #JazzFestival #SeniorMusicLover ",Joy,7/18/2023 16:30,Facebook,seniorjazz,25,50, USA,2023,7,18,16,0.1333333333333333,0.3999999999999999,Positive
"Started a blog sharing the wisdom gained through the years, proving that every day is a chance to learn and grow. #SeniorWisdom #Blog ",Gratitude,7/19/2023 19:45,Instagram,lifelessons,22,45, UK,2023,7,19,19,0.0,0.0,Neutral
"Started a blog sharing the wisdom gained through the years, proving that every day is a chance to learn and grow. #SeniorWisdom #Blog ",Gratitude,7/19/2023 19:45,Instagram,seniorblog,22,45, UK,2023,7,19,19,0.0,0.0,Neutral
"Participated in a charity run, proving that age is no barrier to supporting meaningful causes. #CharityRun #SeniorRunner ",Excitement,7/20/2023 17:00,Twitter,runforacause,30,60, Canada,2023,7,20,17,0.375,0.375,Positive
