Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,TextBlob_Polarity,TextBlob_Subjectivity,TextBlob_Sentiment
Savoring the warmth of a cup of cocoa on a chilly winter evening.   ,Coziness,1/12/2020 18:00, WinterWarmth    ,Instagram,"['coziness', 'warmwinterevening']",30,60, Switzerland     ,2020,1,12,18,-0.6,0.9,Negative
Heartfelt gratitude for the laughter shared during a family reunion. ,Gratitude,12/28/2017 19:15, FamilyGatherer ,Facebook,"['gratitude', 'familylaughter']",22,45, Austria         ,2017,12,28,19,0.0,1.0,Neutral
"Embarking on a culinary adventure, savoring exotic flavors around the world. ",Adventure,3/2/2019 20:20, CulinaryExplorer ,Twitter,"['adventure', 'culinaryjourney']",35,70, Belgium         ,2019,3,2,20,0.25,0.5,Positive
Euphoria floods in as the final puzzle piece clicks into place.       ,Euphoria,6/8/2022 15:30, PuzzleSolver    ,Instagram,"['euphoria', 'puzzlecompletion']",20,40, Denmark         ,2022,6,8,15,0.0,1.0,Neutral
Awe-inspired by the grandeur of an ancient cathedral's intricate architecture. ,Awe,8/18/2018 14:45, CathedralVisitor ,Facebook,"['awe', 'architecturalgrandeur']",18,35, Czech Republic  ,2018,8,18,14,0.0,0.0,Neutral
Captivated by the ethereal beauty of a field filled with fireflies. ,Enchantment,8/10/2022 22:00, NightSkyObserver ,Instagram,"['enchantment', 'fireflyfield']",25,50, Brazil           ,2022,8,10,22,0.4,0.9,Positive
Immersed in the enchanting melodies of a street musician's violin. ,Melodic,4/5/2019 17:30, MusicLover      ,Twitter,"['melodic', 'streetmusic']",18,35, France           ,2019,4,5,17,0.0,0.0,Neutral
Joyful laughter resonates through a lively summer carnival.         ,Festivejoy,12/15/2020 15:45, CarnivalGoer    ,Facebook,"['festivejoy', 'summercarnival']",22,45, Japan            ,2020,12,15,15,0.13636363636363635,0.5,Positive
Exploring the universe within during a mindful meditation session. ,Innerjourney,10/20/2017 8:15, MindfulExplorer ,Instagram,"['innerjourney', 'meditationbliss']",35,70, Canada           ,2017,10,20,8,0.0,0.0,Neutral
Soaring like a free spirit on the winds of a coastal cliff.        ,Freedom,2/28/2021 13:00, CoastalExplorer ,Twitter,"['freedom', 'coastaladventure']",30,60, Australia         ,2021,2,28,13,0.4,0.8,Positive
Dazzled by the elegance of a masquerade ball's dazzling costumes. ,Dazzle,6/12/2018 20:30, MasqueradeAttendee ,Facebook,"['dazzle', 'masqueradeelegance']",28,55, UK               ,2018,6,12,20,0.75,1.0,Positive
Whimsical delight in a world of whimsical fairy tales.             ,Whimsy,3/8/2016 14:20, FairyTaleAdventurer ,Instagram,"['whimsy', 'fairytalemagic']",20,40, USA             ,2016,3,8,14,-0.5,0.5,Negative
Reflective contemplation amid the ruins of a forgotten era.        ,Reflection,4/18/2023 17:10, RuinsExplorer   ,Twitter,"['reflection', 'forgottenera']",18,35, Greece           ,2023,4,18,17,-0.15,0.2,Negative
Riding the adrenaline rush on a rollercoaster's wild twists.      ,Adrenaline,7/25/2020 12:45, ThrillSeeker    ,Facebook,"['adrenaline', 'rollercoasterthrills']",22,45, Germany         ,2020,7,25,12,0.1,0.4,Neutral
Harmony resonates as musicians play a symphony of unity.           ,Harmony,11/30/2019 19:30, MusicHarmonist  ,Instagram,"['harmony', 'musicalunity']",35,70, Sweden          ,2019,11,30,19,0.0,0.0,Neutral
A burst of artistic creativity in the quietude of an artist's studio. ,Artisticburst,9/1/2015 16:00, StudioArtist    ,Twitter,"['artisticburst', 'studiocreativity']",15,30, Italy           ,2015,9,1,16,0.3333333333333333,1.0,Positive
Radiant joy akin to blossoming flowers on a sunlit spring morning. ,Radiance,5/5/2022 10:15, SpringEnthusiast ,Facebook,"['radiance', 'springblooms']",25,50, Netherlands     ,2022,5,5,10,0.8,0.2,Positive
Awe-inspired by the vastness of the cosmos on a stargazing night.   ,Wonder,7/8/2018 23:00, CosmosExplorer  ,Instagram,"['wonder', 'stargazingadventure']",40,80, South Africa    ,2018,7,8,23,0.0,0.0,Neutral
Rejuvenated by the salty breeze and the sound of waves at the seaside. ,Rejuvenation,9/20/2021 14:30, SeaBreezeLover ,Twitter,"['rejuvenation', 'seasideescape']",18,35, Spain           ,2021,9,20,14,0.4,0.4,Positive
Whispers of inspiration from the rustling leaves in a serene forest. ,Inspiration,11/15/2016 11:45, ForestDreamer   ,Facebook,"['inspiration', 'forestwhispers']",28,55, Portugal        ,2016,11,15,11,0.0,0.0,Neutral
Savoring the warmth of a cup of cocoa on a chilly winter evening.   ,Coziness,1/12/2020 18:00, WinterWarmth    ,Instagram,"['coziness', 'warmwinterevening']",30,60, Switzerland     ,2020,1,12,18,-0.6,0.9,Negative
Heartfelt gratitude for the laughter shared during a family reunion. ,Gratitude,12/28/2017 19:15, FamilyGatherer ,Facebook,"['gratitude', 'familylaughter']",22,45, Austria         ,2017,12,28,19,0.0,1.0,Neutral
"Embarking on a culinary odyssey, savoring flavors around the world. ",Culinaryodyssey,3/2/2019 20:20, CulinaryExplorer ,Twitter,"['culinaryodyssey', 'flavorsaroundtheworld']",35,70, Belgium         ,2019,3,2,20,0.0,0.0,Neutral
Euphoria floods in as the final puzzle piece fits perfectly.       ,Euphoria,6/8/2022 15:30, PuzzleSolver    ,Instagram,"['euphoria', 'perfectpuzzle']",20,40, Denmark         ,2022,6,8,15,0.5,1.0,Positive
Awe-struck by the grandeur of an ancient cathedral's intricate architecture. ,Awe,8/18/2018 14:45, CathedralVisitor ,Facebook,"['awe', 'architecturalgrandeur']",18,35, Czech Republic  ,2018,8,18,14,0.0,0.0,Neutral
Curiosity awakened by the mysteries of an ancient archaeological site. ,Curiosity,11/8/2015 10:00, ArchaeologyEnthusiast ,Instagram,"['curiosity', 'ancientmysteries']",18,35, Australia ,2015,11,8,10,0.0,0.0,Neutral
Giddy with excitement as the first snowflakes dance from the sky. ,Excitement,12/2/2020 17:30, SnowfallEnthusiast ,Twitter,"['excitement', 'snowfallmagic']",22,45, Canada         ,2020,12,2,17,0.25,0.3333333333333333,Positive
Contentment envelops as the aroma of freshly baked bread fills the air. ,Contentment,6/10/2017 12:15, BreadLover     ,Instagram,"['contentment', 'freshbreadaroma']",28,55, France          ,2017,6,10,12,0.3,0.5,Positive
Inspired by the resilience of a lone tree standing tall in a storm. ,Resilience,4/15/2021 14:20, NatureResilient ,Facebook,"['resilience', 'standingtall']",35,70, USA             ,2021,4,15,14,0.0,0.0,Neutral
"Lost in the pages of a captivating novel, transported to another world. ",Immersion,9/28/2019 19:45, Bookworm       ,Twitter,"['immersion', 'captivatingnovel']",20,40, UK              ,2019,9,28,19,0.5,1.0,Positive
Drenched in nostalgia while flipping through an old family photo album. ,Nostalgia,12/5/2016 21:00, FamilyHistorian ,Instagram,"['nostalgia', 'familyphotoalbum']",25,50, India          ,2016,12,5,21,0.1,0.2,Neutral
Spark of inspiration ignites like a shooting star in the night sky. ,Spark,2/10/2018 23:30, NightSkyWatcher ,Facebook,"['spark', 'inspirationignited']",30,60, Australia      ,2018,2,10,23,0.0,0.0,Neutral
Imbued with gratitude for the simple pleasure of a warm cup of tea. ,Gratitude,2/15/2023 8:30, TeaEnthusiast  ,Twitter,"['gratitude', 'warmtea']",18,35, Japan           ,2023,2,15,8,0.3,0.47857142857142854,Positive
Marveling at the kaleidoscope of colors in a vibrant street market. ,Marvel,8/22/2015 15:00, MarketExplorer ,Instagram,"['marvel', 'colorfulstreetmarket']",22,45, Brazil          ,2015,8,22,15,0.16666666666666666,0.3333333333333333,Positive
Awash with serenity as the sun sets over a tranquil lakeside retreat. ,Serenity,11/20/2020 18:45, LakesideRetreater ,Facebook,"['serenity', 'tranquilsunset']",28,55, Germany       ,2020,11,20,18,0.0,0.0,Neutral
Drowning in sorrow as memories of lost love resurface.            ,Heartbreak,8/5/2019 21:00, LostInLove      ,Instagram,"['heartbreak', 'lostlove']",15,30, USA             ,2019,8,5,21,0.5,0.6,Positive
Numbness sets in as the weight of loneliness grows heavier.       ,Loneliness,2/12/2021 16:45, SolitudeSeeker ,Twitter,"['loneliness', 'heavyheart']",18,35, Canada          ,2021,2,12,16,0.0,0.0,Neutral
"Tears fall like raindrops, mourning the end of a cherished friendship. ",Grief,11/28/2020 14:20, FriendshipsEnd  ,Facebook,"['grief', 'lostfriendship']",22,45, UK              ,2020,11,28,14,0.0,0.0,Neutral
"Despair clouds the mind, feeling adrift in an endless sea of darkness. ",Despair,5/15/2016 22:30, LostInDarkness  ,Instagram,"['despair', 'endlessdarkness']",28,55, Australia        ,2016,5,15,22,-0.125,0.75,Negative
"Shattered by betrayal, trust crumbles like fragile glass.          ",Betrayal,9/10/2018 13:15, BrokenTrust     ,Twitter,"['betrayal', 'shatteredtrust']",22,45, Germany         ,2018,9,10,13,0.0,0.5,Neutral
"Aching heart, the symphony of pain plays in the silence of solitude. ",Suffering,3/20/2022 19:30, SilentSufferer  ,Facebook,"['suffering', 'heartachesymphony']",25,50, Brazil          ,2022,3,20,19,0.0,0.0,Neutral
"Emotional storm, a whirlwind of sadness engulfs every thought.    ",Emotionalstorm,7/18/2017 17:45, StormyFeelings  ,Instagram,"['emotionalstorm', 'sadnesswhirlwind']",30,60, India          ,2017,7,18,17,0.0,0.65,Neutral
"Haunted by regrets, the ghost of the past lingers relentlessly.   ",Regret,12/15/2018 10:00, LingeringGhost  ,Twitter,"['regret', 'hauntedpast']",18,35, France         ,2018,12,15,10,-0.175,0.225,Negative
"Torn apart by grief, the echoes of loss reverberate through the soul. ",Grief,6/28/2015 21:15, EchoesOfLoss    ,Facebook,"['grief', 'tornapart']",28,55, Italy         ,2015,6,28,21,-0.8,0.2,Negative
"Isolation deepens, an emotional winter where warmth is but a distant memory. ",Isolation,4/2/2020 14:20, WinterOfEmotions ,Instagram,"['isolation', 'emotionalwinter']",35,70, Japan       ,2020,4,2,14,-0.05,0.5,Neutral
"Soul-crushing disappointment, hopes shattered like fragile glass. ",Disappointment,10/8/2019 18:30, ShatteredHopes  ,Twitter,"['disappointment', 'crushedhopes']",20,40, Spain        ,2019,10,8,18,-0.3,0.45,Negative
"Painful echoes of a love once cherished, now lost in the abyss of time. ",Lostlove,11/22/2016 9:45, AbyssOfTime     ,Facebook,"['lostlove', 'painfulechoes']",22,45, Netherlands  ,2016,11,22,9,-0.09999999999999998,0.75,Neutral
"Heartache deepens, a solitary journey through the abyss of despair. ",Despair,8/18/2022 22:00, SolitaryDescent ,Instagram,"['despair', 'abyssofheartache']",40,80, South Africa ,2022,8,18,22,0.0,0.0,Neutral
"Melancholy lingers, a bittersweet serenade in the quietude of solitude. ",Melancholy,3/12/2017 23:30, SerenadeOfSolitude ,Twitter,"['melancholy', 'quietserenade']",18,35, UK         ,2017,3,12,23,0.0,0.0,Neutral
"Bitterness like a poison, seeping into every crevice of the wounded heart. ",Bitterness,12/15/2015 16:15, PoisonedHeart   ,Facebook,"['bitterness', 'woundedheart']",25,50, Australia   ,2015,12,15,16,0.0,0.0,Neutral
"Emotional exhaustion, the weight of the world crushing weary shoulders. ",Exhaustion,9/5/2021 13:30, WearySoulCrushed ,Instagram,"['exhaustion', 'crushedspirit']",35,70, Canada     ,2021,9,5,13,0.2,0.775,Positive
"Sorrowful echoes, a symphony of pain played by the strings of loss. ",Sorrow,5/22/2018 20:45, StringsOfSorrow ,Twitter,"['sorrow', 'symphonyofloss']",18,35, Germany     ,2018,5,22,20,0.0,0.0,Neutral
"Darkness descends, engulfing the soul in the shadows of despair.  ",Darkness,7/10/2016 18:20, SoulInShadow    ,Facebook,"['darkness', 'soulengulfed']",28,55, USA         ,2016,7,10,18,0.0,0.0,Neutral
"Desperation whispers, the silent plea for a glimmer of hope in the abyss. ",Desperation,4/30/2019 14:00, WhisperedDespair ,Instagram,"['desperation', 'glimmerofhope']",22,45, France    ,2019,4,30,14,0.0,0.1,Neutral
"Heart in ruins, the remnants of shattered dreams scattered in the wind. ",Ruins,1/8/2022 11:30, DreamsInWind    ,Twitter,"['ruins', 'shattereddreams']",20,40, Brazil     ,2022,1,8,11,-0.15,0.2,Negative
"Shattered by the echoes of a shattered dream, fragments of hope scattered. ",Desolation,9/10/2017 19:15, DreamEchoes ,Twitter,"['desolation', 'scatteredhope']",20,40, Australia ,2017,9,10,19,0.0,0.0,Neutral
"Avoiding the thorns of regret, walking barefoot on the path of remorse. ",Regret,4/18/2022 11:30, RemorseWalker ,Instagram,"['regret', 'pathofremorse']",25,50, Canada ,2022,4,18,11,0.0,0.0,Neutral
"In the labyrinth of grief, the walls echo with the footsteps of lost joy. ",Grief,12/5/2018 21:45, JoyLabyrinth ,Facebook,"['grief', 'lostjoyfootsteps']",18,35, USA ,2018,12,5,21,0.0,0.2,Neutral
"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly. ",Loneliness,6/28/2016 14:20, SolitudeSeas ,Twitter,"['loneliness', 'crashingwaves']",22,45, UK ,2016,6,28,14,0.0,0.0,Neutral
"The bitterness of betrayal, a taste that lingers, staining the palate of trust. ",Bitterness,10/22/2019 17:00, PalateStainer ,Instagram,"['bitterness', 'stainedtrust']",15,30, Germany ,2019,10,22,17,0.0,0.0,Neutral
"In the ruins of hope, echoes of shattered dreams whisper tales of loss. ",Desolation,3/15/2021 22:45, HopeRuins ,Facebook,"['desolation', 'whisperedloss']",28,55, Brazil ,2021,3,15,22,-0.15,0.2,Negative
"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair. ",Heartbreak,8/10/2017 19:30, OceanSinker ,Twitter,"['heartbreak', 'rippleofdespair']",22,45, France ,2017,8,10,19,0.0,0.0,Neutral
"Tears, the ink staining the pages of a journal, a testament to silent grief. ",Grief,1/28/2023 14:30, InkJournalist ,Instagram,"['grief', 'silenttears']",30,60, India ,2023,1,28,14,-0.4,0.15000000000000002,Negative
"In the wasteland of lost trust, the echoes of broken promises reverberate. ",Betrayal,12/12/2016 10:00, TrustWasteland ,Facebook,"['betrayal', 'reverberatingpromises']",25,50, Italy ,2016,12,12,10,-0.4,0.4,Negative
"Avoiding the shards of shattered dreams, walking the tightrope of resilience. ",Resilience,7/18/2020 15:15, DreamTightrope ,Twitter,"['resilience', 'tightropewalk']",35,70, Japan ,2020,7,18,15,0.0,0.0,Neutral
"Suffocating in the silence of solitude, where echoes of laughter once thrived. ",Isolation,5/20/2022 20:30, EchoedLaughter ,Instagram,"['isolation', 'silentsolitude']",30,60, South Africa ,2022,5,20,20,-0.5,0.5,Negative
"Haunted by the specter of lost possibilities, a ghost that refuses to fade away. ",Regret,11/8/2019 14:45, PossibilityGhost ,Twitter,"['regret', 'fadingpossibilities']",18,35, Spain ,2019,11,8,14,0.0,0.0,Neutral
"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly. ",Despair,3/28/2017 22:00, EndlessLabyrinth ,Facebook,"['despair', 'endlessreverberation']",28,55, Australia ,2017,3,28,22,-0.2625,0.575,Negative
"Sinking like autumn leaves in the river of sorrow, carried away by the current. ",Sorrow,9/15/2020 18:15, RiverOfSorrow ,Instagram,"['sorrow', 'autumnleaves']",22,45, Canada ,2020,9,15,18,0.0,0.4,Neutral
"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes. ",Desolation,6/10/2018 13:30, DreamGardener ,Twitter,"['desolation', 'shatteredhopes']",20,40, UK ,2018,6,10,13,-0.2,0.25,Negative
"Tears, the currency of grief, spent in the marketplace of lost love and longing. ",Grief,12/22/2016 21:45, CurrencyOfTears ,Facebook,"['grief', 'lostlovelonging']",25,50, USA ,2016,12,22,21,-0.13333333333333333,0.3,Negative
"Wandering in the maze of betrayal, the walls closing in with every wrong turn. ",Betrayal,1/5/2021 16:20, MazeWanderer ,Instagram,"['betrayal', 'closingwalls']",15,30, Germany ,2021,1,5,16,-0.5,0.9,Negative
"A soul weathered by the storm of heartbreak, seeking refuge in the calm after. ",Heartbreak,4/18/2019 11:00, StormSeeker ,Twitter,"['heartbreak', 'calmafterstorm']",22,45, Brazil ,2019,4,18,11,0.30000000000000004,0.75,Positive
"In the tapestry of despair, threads of hope unravel, leaving a portrait of sorrow. ",Despair,8/28/2017 19:30, TapestrySorrow ,Facebook,"['despair', 'unraveledhope']",18,35, India ,2017,8,28,19,0.0,0.0,Neutral
"Like a withered rose in the garden of love, petals fall, a silent surrender to time. ",Loss,2/10/2023 14:30, WitheredRose ,Instagram,"['loss', 'silentsurrender']",28,55, France ,2023,2,10,14,0.3666666666666667,0.5499999999999999,Positive
"In the void of heartache, echoes of a love song play, each note a pang of longing. ",Heartache,7/10/2022 22:15, LoveSongEcho ,Instagram,"['heartache', 'lovesonglonging']",30,60, Japan ,2022,7,10,22,0.5,0.6,Positive
"Nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories. ",Nostalgia,5/15/2019 21:30, MoonlitMemories ,Twitter,"['nostalgia', 'cherishedmemories']",18,35, Italy ,2019,5,15,21,0.0,0.0,Neutral
"In the symphony of grief, each tear is a note, composing a melancholic melody. ",Grief,11/28/2018 14:00, SymphonyOfTears ,Facebook,"['grief', 'melancholicmelody']",22,45, Germany ,2018,11,28,14,-0.8,0.2,Negative
"Betrayal, a venomous serpent slithering through the garden of trust, poisoning roots. ",Betrayal,3/2/2021 17:45, VenomousGarden ,Instagram,"['betrayal', 'poisonedtrust']",25,50, Canada ,2021,3,2,17,0.0,0.0,Neutral
"Sinking in the quicksand of despair, the harder you fight, the deeper you descend. ",Despair,10/18/2016 19:30, QuicksandFighter ,Twitter,"['despair', 'deepdescent']",20,40, USA ,2016,10,18,19,-0.1,0.0,Neutral
"Wandering through the cemetery of lost dreams, tombstones marking untold sorrows. ",Desolation,8/15/2020 12:30, DreamCemetery ,Facebook,"['desolation', 'untoldsorrows']",28,55, France ,2020,8,15,12,0.0,0.0,Neutral
"Swept away by the river of regret, the currents of the past refusing to release. ",Regret,4/28/2017 16:20, RegretRiver ,Instagram,"['regret', 'pastcurrents']",18,35, UK ,2017,4,28,16,-0.25,0.25,Negative
"Whispers of lost love linger in the attic of the heart, forgotten but not erased. ",Loss,9/10/2019 21:00, HeartAttic ,Twitter,"['loss', 'forgottenlove']",22,45, Australia ,2019,9,10,21,0.5,0.6,Positive
"In the gallery of broken promises, each shattered vow framed, a painful exhibition. ",Betrayal,1/28/2022 13:45, PromiseGallery ,Facebook,"['betrayal', 'shatteredvows']",15,30, Brazil ,2022,1,28,13,-0.55,0.65,Negative
"The echoes of solitude, a silent conversation between a soul and its shadows. ",Solitude,6/15/2016 22:30, EchoedConversation ,Instagram,"['solitude', 'shadowconversation']",30,60, Spain ,2016,6,15,22,0.0,0.1,Neutral
"Dancing on sunshine, each step a celebration of the joy found in simple moments. ",Joy,8/20/2021 15:45, SunshineDancer ,Instagram,"['joy', 'simplemoments']",40,80, USA ,2021,8,20,15,0.4,0.2785714285714286,Positive
"Laughter echoes in the air, a chorus of happiness that lifts the spirit higher. ",Happiness,4/12/2018 18:30, EchoedLaughter ,Twitter,"['happiness', 'spiritlifter']",35,70, Canada ,2018,4,12,18,0.475,0.35,Positive
"In the garden of contentment, each bloom whispers tales of inner peace and joy. ",Contentment,2/15/2022 12:20, GardenOfJoy ,Facebook,"['contentment', 'innerpeace']",25,50, UK ,2022,2,15,12,0.4,0.18333333333333335,Positive
"Chasing dreams under the vibrant sky, a journey fueled by hope and enthusiasm. ",Enthusiasm,10/28/2019 14:15, DreamChaser ,Instagram,"['enthusiasm', 'hopefuljourney']",30,60, Australia ,2019,10,28,14,0.16666666666666666,0.3333333333333333,Positive
"Serenading the stars with a heart full of gratitude, a melody of thankfulness. ",Gratitude,12/22/2017 21:00, StarSerenader ,Twitter,"['gratitude', 'thankfulmelody']",22,45, India ,2017,12,22,21,0.35,0.55,Positive
"Basking in the glow of accomplishment, each milestone a stepping stone to happiness. ",Accomplishment,6/10/2020 17:30, GlowAchiever ,Facebook,"['accomplishment', 'happinessmilestone']",28,55, Germany ,2020,6,10,17,0.7,0.2,Positive
"In the dance of positivity, every step is a rhythm, uplifting the soul in harmony. ",Positivity,9/18/2016 19:45, DanceHarmony ,Instagram,"['positivity', 'soulupliftment']",18,35, France ,2016,9,18,19,0.0,0.0,Neutral
"Overflowing with joy, a cup of laughter shared with friends, a moment cherished. ",Joy,3/10/2023 14:30, LaughterCup ,Twitter,"['joy', 'cherishedmoment']",20,40, Japan ,2023,3,10,14,0.8,0.2,Positive
"Draped in the warmth of kindness, a quilt of compassion stitched with love. ",Kindness,5/5/2019 12:15, QuiltedCompassion ,Facebook,"['kindness', 'lovestitches']",25,50, Brazil ,2019,5,5,12,0.5,0.6,Positive
"In the garden of friendships, each bloom a testament to the beauty of camaraderie. ",Friendship,8/28/2018 16:00, FriendshipGarden ,Instagram,"['friendship', 'camaraderieblooms']",30,60, South Africa ,2018,8,28,16,0.0,0.0,Neutral
"In the embrace of love, each heartbeat is a melody, dancing to the rhythm of affection. ",Love,11/15/2022 20:45, MelodyOfLove ,Twitter,"['love', 'rhythmofaffection']",35,70, USA ,2022,11,15,20,0.5,0.6,Positive
"Surrounded by the colors of joy, a canvas painted with laughter and endless smiles. ",Joy,7/2/2019 17:00, ColorfulLaughter ,Instagram,"['joy', 'endlesssmiles']",40,80, Canada ,2019,7,2,17,0.3375,0.475,Positive
"In the symphony of excitement, each note is a burst of energy, igniting the soul with fervor. ",Excitement,4/18/2021 14:20, SymphonyFervor ,Facebook,"['excitement', 'ignitedsoul']",30,60, UK ,2021,4,18,14,0.0,0.0,Neutral
"A surprise gift, wrapped in anticipation, unfolds a moment of delight and wonder. ",Surprise,2/5/2023 19:30, WrappedDelight ,Twitter,"['surprise', 'wonderfulmoment']",25,50, Australia ,2023,2,5,19,0.0,0.0,Neutral
"Lost in the maze of curiosity, each twist and turn unveils the treasures of discovery. ",Curiosity,9/22/2018 12:45, MazeDiscovery ,Instagram,"['curiosity', 'treasuresofdiscovery']",22,45, India ,2018,9,22,12,0.0,0.0,Neutral
"Floating on clouds of gratitude, each raindrop a blessing, a shower of thankfulness. ",Gratitude,12/10/2016 21:15, CloudsOfBlessings ,Facebook,"['gratitude', 'showerofthankfulness']",28,55, Germany ,2016,12,10,21,0.0,0.0,Neutral
"Like a comet of inspiration, streaking through the sky of creativity, leaving trails of brilliance. ",Inspiration,5/28/2020 16:00, CometCreativity ,Twitter,"['inspiration', 'brillianttrails']",18,35, France ,2020,5,28,16,0.0,0.0,Neutral
"In the celebration of success, fireworks of accomplishment light up the night sky of triumph. ",Success,11/15/2017 22:30, FireworksTriumph ,Instagram,"['success', 'nightskytriumph']",22,45, Japan ,2017,11,15,22,0.35,0.35,Positive
"A symphony of laughter, each note a key to unlocking the door of boundless happiness. ",Happiness,8/2/2021 19:00, LaughterSymphony ,Facebook,"['happiness', 'boundlesslaughter']",30,60, Brazil ,2021,8,2,19,0.16666666666666666,0.6333333333333333,Positive
"In the carnival of emotions, the rollercoaster of thrill sends the heart on a wild ride. ",Thrill,3/28/2019 15:30, EmotionCarnival ,Instagram,"['thrill', 'wildheartride']",35,70, South Africa ,2019,3,28,15,0.1,0.4,Neutral
"Standing before the grandeur of the Eiffel Tower, a moment to reflect on the beauty of Parisian dreams. ",Reflection,5/12/2018 17:30, ParisDreamer ,Twitter,"['reflection', 'parisiandreams']",28,55, France ,2018,5,12,17,0.0,0.0,Neutral
"Lost in the enchantment of Disneyland, each ride a journey into the realm of childhood fantasies. ",Enchantment,9/28/2022 15:45, DisneylandExplorer ,Instagram,"['enchantment', 'childhoodfantasies']",30,60, USA ,2022,9,28,15,0.0,0.0,Neutral
"Exploring the wonders of Ferrari World, the roar of engines creating a symphony of speed. ",Excitement,11/10/2019 14:00, FerrariSpeedster ,Facebook,"['excitement', 'symphonyofspeed']",22,45, Italy ,2019,11,10,14,0.0,0.0,Neutral
"Amidst the tulip fields of Keukenhof, a tapestry of colors that paints the soul with springtime joy. ",Joy,4/2/2021 18:20, KeukenhofAdventurer ,Instagram,"['joy', 'springtimecolors']",35,70, Netherlands ,2021,4,2,18,0.8,0.2,Positive
"Wandering through the historical streets of Kyoto, each step a journey into the heart of Japan's traditions. ",Exploration,8/22/2017 21:30, KyotoAdventurer ,Twitter,"['exploration', 'japanesetraditions']",18,35, Japan ,2017,8,22,21,0.0,0.0,Neutral
"In the embrace of the Grand Canyon, nature's masterpiece, a moment to marvel at Earth's grandeur. ",Awe,6/15/2020 16:45, CanyonMarveler ,Instagram,"['awe', 'earthsgrandeur']",25,50, USA ,2020,6,15,16,0.5,1.0,Positive
"Journeying through the serenity of Santorini, where each sunset paints the sky with hues of tranquility. ",Serenity,9/10/2016 19:15, SantoriniTraveler ,Facebook,"['serenity', 'sunsethues']",22,45, Greece ,2016,9,10,19,0.0,0.0,Neutral
"Amazed by the architectural marvels of Petra, each stone telling tales of an ancient civilization. ",Amazement,1/28/2023 13:00, PetraExplorer ,Twitter,"['amazement', 'ancienttales']",30,60, Jordan ,2023,1,28,13,0.0,0.0,Neutral
"Embarking on a gondola ride in Venice, each canal reflecting the romance of this timeless city. ",Romance,4/18/2019 16:30, VeniceRomantic ,Instagram,"['romance', 'timelesscity']",20,40, Italy ,2019,4,18,16,0.0,0.0,Neutral
"At the summit of Machu Picchu, a breathtaking panorama that whispers the secrets of ancient civilizations. ",Awe,11/5/2017 22:00, MachuPicchuAdventurer ,Facebook,"['awe', 'ancientcivilizations']",28,55, Peru ,2017,11,5,22,1.0,1.0,Positive
"In the heart of New York City, Times Square dazzles with lights, a vibrant spectacle of urban energy. ",Excitement,7/20/2022 21:45, TimesSquareExplorer ,Instagram,"['excitement', 'urbanenergy']",35,70, USA ,2022,7,20,21,0.101010101010101,0.2626262626262626,Positive
"Captivated by the historical charm of the Colosseum, each stone echoing tales of gladiator valor. ",Captivation,3/15/2018 17:30, ColosseumAdventurer ,Twitter,"['captivation', 'gladiatortales']",25,50, Italy ,2018,3,15,17,0.0,0.0,Neutral
"Sailing the azure waters of the Maldives, each wave a whisper of serenity in paradise. ",Serenity,10/28/2019 14:15, MaldivesSailor ,Facebook,"['serenity', 'paradisewhispers']",22,45, Maldives ,2019,10,28,14,0.0,0.0,Neutral
"In the midst of the Amazon rainforest, a symphony of wildlife creates an orchestra of nature's wonders. ",Wonder,6/10/2021 16:00, AmazonExplorer ,Instagram,"['wonder', 'natureorchestra']",30,60, Brazil ,2021,6,10,16,0.0,0.0,Neutral
"Walking the Great Wall of China, each step a testament to ancient engineering marvels. ",Awe,8/18/2017 19:30, GreatWallWalker ,Twitter,"['awe', 'engineeringmarvels']",18,35, China ,2017,8,18,19,0.8,0.75,Positive
"At the summit of Mount Fuji, a breathtaking sunrise that paints the sky with hues of accomplishment. ",Accomplishment,4/15/2020 5:30, FujiSummitAchiever ,Facebook,"['accomplishment', 'sunrisehues']",28,55, Japan ,2020,4,15,5,1.0,1.0,Positive
"Exploring the ancient ruins of Angkor Wat, each stone whispering stories of Khmer civilization. ",Exploration,11/22/2016 13:00, AngkorWatAdventurer ,Instagram,"['exploration', 'khmerstories']",20,40, Cambodia ,2016,11,22,13,-0.15,0.2,Negative
"Skiing down the slopes of the Swiss Alps, each turn a dance with the majesty of snow-capped peaks. ",Adventure,1/10/2019 14:45, AlpsSkiAdventurer ,Twitter,"['adventure', 'snowpeakdance']",22,45, Switzerland ,2019,1,10,14,-0.15555555555555556,0.2888888888888889,Negative
"In the tranquility of Kyoto's bamboo forest, whispers of ancient Zen wisdom echo through the groves. ",Tranquility,2/28/2023 16:20, KyotoBambooSeeker ,Facebook,"['tranquility', 'zenwisdom']",25,50, Japan ,2023,2,28,16,0.0,0.0,Neutral
